Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Notes
7.0,58,No,9.0,5,49.0,excellent
2.0,73,No,8.0,9,52.0,review
2.0,71,No,9.0,3,47.0,review
2.0,88,No,5.0,4,64.0,review
,55,No,6.0,2,28.0,review
1.0,75,No,5.0,9,48.0,review
7.0,57,Yes,5.0,5,47.0,excellent
5.0,53,Yes,6.0,3,37.0,excellent
3.0,69,No,9.0,5,54.0,review
1.0,41,Yes,5.0,4,18.0,review
,52,No,4.0,1,37.0,excellent
1.0,66,Yes,9.0,3,41.0,excellent
9.0,98,Yes,8.0,1,96.0,review
2.0,92,No,6.0,4,69.0,review
1.0,91,No,6.0,2,64.0,excellent
7.0,56,No,9.0,5,48.0,excellent
6.0,70,Yes,4.0,4,59.0,review
6.0,54,Yes,4.0,1,39.0,excellent
,96,No,4.0,9,80.0,excellent
4.0,59,Yes,4.0,7,38.0,review
4.0,44,No,7.0,5,26.0,excellent
3.0,46,Yes,6.0,8,27.0,review
8.0,57,No,5.0,2,50.0,excellent
7.0,95,Yes,6.0,3,89.0,excellent
9.0,50,No,6.0,7,45.0,review
1.0,71,No,6.0,6,42.0,excellent
7.0,89,No,4.0,7,80.0,excellent
4.0,66,Yes,4.0,8,48.0,excellent
7.0,65,No,7.0,7,59.0,review
1.0,76,Yes,9.0,7,53.0,review
,84,No,6.0,5,72.0,excellent
3.0,67,No,8.0,1,46.0,excellent
5.0,89,No,9.0,6,75.0,excellent
4.0,41,Yes,7.0,3,25.0,review
2.0,59,Yes,4.0,2,36.0,review
4.0,43,Yes,6.0,3,24.0,review
3.0,52,No,4.0,3,31.0,excellent
1.0,63,Yes,9.0,2,39.0,excellent
8.0,87,No,5.0,8,81.0,excellent
5.0,77,No,4.0,2,63.0,review
4.0,97,No,4.0,1,81.0,review
5.0,79,No,7.0,0,63.0,excellent
4.0,87,No,5.0,0,69.0,excellent
3.0,84,Yes,9.0,4,66.0,excellent
5.0,94,Yes,8.0,4,80.0,review
4.0,68,No,8.0,8,52.0,review
1.0,97,No,8.0,3,68.0,review
3.0,75,Yes,6.0,4,57.0,excellent
8.0,41,No,8.0,5,37.0,review
7.0,80,No,6.0,9,68.0,excellent
2.0,57,No,9.0,6,35.0,excellent
1.0,88,No,9.0,8,65.0,review
3.0,47,Yes,4.0,5,28.0,review
,97,No,8.0,0,82.0,excellent
1.0,54,Yes,7.0,7,29.0,review
3.0,80,Yes,9.0,1,62.0,review
3.0,56,Yes,5.0,8,35.0,excellent
,62,Yes,5.0,6,51.0,excellent
3.0,41,No,9.0,6,22.0,excellent
9.0,45,No,4.0,9,42.0,review
1.0,68,No,5.0,9,45.0,excellent
4.0,66,Yes,5.0,4,48.0,review
4.0,76,Yes,4.0,7,61.0,review
1.0,88,Yes,4.0,9,59.0,review
,73,No,4.0,0,50.0,review
1.0,57,No,7.0,2,33.0,excellent
6.0,81,No,,8,65.0,excellent
3.0,49,Yes,4.0,0,26.0,excellent
7.0,77,Yes,4.0,7,69.0,excellent
5.0,98,No,9.0,5,87.0,review
9.0,83,Yes,8.0,9,85.0,review
7.0,56,Yes,9.0,4,46.0,excellent
4.0,98,No,8.0,5,82.0,excellent
5.0,52,Yes,7.0,4,36.0,review
5.0,91,Yes,7.0,8,77.0,review
5.0,99,No,5.0,1,85.0,review
9.0,87,Yes,9.0,9,85.0,review
3.0,81,Yes,8.0,5,62.0,review
6.0,66,Yes,7.0,3,54.0,review
8.0,92,Yes,7.0,2,89.0,review
9.0,41,No,9.0,4,35.0,review
7.0,73,No,5.0,1,65.0,review
3.0,70,Yes,4.0,2,52.0,excellent
1.0,62,No,6.0,6,37.0,excellent
4.0,46,No,5.0,0,27.0,excellent
6.0,77,No,6.0,1,60.0,excellent
3.0,72,Yes,5.0,2,52.0,excellent
1.0,51,Yes,5.0,9,28.0,review
6.0,84,No,4.0,6,72.0,review
1.0,51,No,7.0,3,23.0,excellent
9.0,58,No,8.0,7,59.0,excellent
1.0,48,No,5.0,7,20.0,review
6.0,49,Yes,4.0,0,38.0,excellent
1.0,56,No,,4,31.0,review
7.0,89,Yes,9.0,0,81.0,review
,79,Yes,9.0,6,66.0,review
6.0,78,Yes,7.0,3,68.0,review
,80,Yes,9.0,7,75.0,review
1.0,49,Yes,5.0,7,24.0,excellent
1.0,51,Yes,6.0,8,26.0,review
5.0,54,Yes,5.0,5,39.0,review
6.0,70,No,9.0,6,61.0,review
9.0,54,Yes,8.0,6,52.0,excellent
1.0,67,No,9.0,4,38.0,excellent
4.0,43,No,8.0,6,25.0,review
8.0,75,No,,8,73.0,review
9.0,94,No,7.0,3,93.0,review
3.0,40,No,6.0,1,16.0,excellent
2.0,97,Yes,8.0,7,75.0,review
4.0,83,Yes,4.0,6,64.0,review
2.0,96,No,7.0,5,77.0,review
1.0,73,No,5.0,6,44.0,review
,86,No,9.0,2,66.0,excellent
7.0,56,Yes,6.0,5,48.0,review
1.0,78,No,6.0,9,50.0,review
2.0,77,Yes,9.0,6,56.0,excellent
1.0,83,Yes,4.0,6,55.0,excellent
8.0,90,No,8.0,4,83.0,review
5.0,72,Yes,9.0,2,58.0,excellent
8.0,99,Yes,6.0,1,93.0,excellent
3.0,60,Yes,4.0,6,38.0,review
,65,No,4.0,3,55.0,review
8.0,85,No,5.0,1,80.0,review
6.0,75,No,4.0,7,64.0,review
7.0,44,No,7.0,1,37.0,review
2.0,72,No,6.0,5,49.0,excellent
8.0,40,No,7.0,3,33.0,excellent
5.0,92,No,4.0,8,78.0,review
7.0,45,No,4.0,4,31.0,review
,76,Yes,7.0,3,53.0,review
5.0,41,No,5.0,7,25.0,excellent
1.0,96,Yes,4.0,2,69.0,excellent
8.0,92,Yes,7.0,8,89.0,review
4.0,98,No,7.0,7,80.0,excellent
4.0,98,Yes,6.0,7,80.0,review
2.0,44,Yes,5.0,9,22.0,excellent
5.0,65,No,8.0,4,52.0,review
1.0,80,Yes,7.0,0,59.0,review
,90,No,,9,88.0,review
5.0,92,Yes,8.0,8,81.0,excellent
6.0,86,Yes,6.0,1,79.0,excellent
2.0,52,No,,0,28.0,excellent
1.0,51,Yes,9.0,5,28.0,review
,44,Yes,5.0,0,19.0,review
7.0,41,No,4.0,9,31.0,review
6.0,98,No,5.0,9,87.0,excellent
1.0,43,Yes,8.0,9,17.0,excellent
1.0,98,Yes,9.0,6,75.0,excellent
8.0,66,No,5.0,6,61.0,excellent
4.0,89,Yes,4.0,0,72.0,excellent
5.0,92,No,5.0,9,78.0,excellent
7.0,49,No,5.0,4,36.0,review
8.0,52,No,5.0,2,45.0,excellent
7.0,83,Yes,7.0,1,74.0,excellent
2.0,41,Yes,7.0,4,17.0,review
4.0,65,Yes,5.0,4,47.0,excellent
1.0,54,No,4.0,1,25.0,review
9.0,85,Yes,4.0,5,81.0,review
3.0,96,No,4.0,6,74.0,excellent
3.0,49,Yes,4.0,0,30.0,review
9.0,61,No,9.0,2,59.0,review
3.0,79,No,9.0,3,60.0,excellent
8.0,64,Yes,6.0,1,58.0,review
2.0,54,No,5.0,9,28.0,review
3.0,52,Yes,5.0,4,33.0,excellent
2.0,47,Yes,6.0,3,30.0,review
1.0,60,Yes,4.0,1,31.0,review
2.0,60,Yes,8.0,0,36.0,review
8.0,61,Yes,8.0,7,56.0,review
9.0,85,No,6.0,1,82.0,review
2.0,72,Yes,8.0,3,50.0,excellent
7.0,84,No,7.0,9,76.0,review
5.0,66,Yes,5.0,4,52.0,review
3.0,79,No,8.0,1,60.0,excellent
9.0,89,No,9.0,9,91.0,excellent
,61,Yes,9.0,8,52.0,review
1.0,69,No,7.0,1,43.0,excellent
5.0,48,Yes,5.0,5,32.0,excellent
7.0,84,Yes,7.0,6,77.0,excellent
4.0,74,Yes,5.0,5,55.0,excellent
8.0,57,No,5.0,3,52.0,review
5.0,81,No,8.0,0,68.0,review
,44,No,9.0,1,41.0,review
9.0,66,No,6.0,9,63.0,excellent
9.0,96,Yes,8.0,9,99.0,excellent
1.0,45,Yes,4.0,5,17.0,review
,71,No,7.0,7,47.0,review
3.0,47,No,4.0,2,24.0,excellent
4.0,95,Yes,5.0,6,80.0,review
9.0,78,No,8.0,8,79.0,review
6.0,60,Yes,4.0,3,49.0,excellent
1.0,57,No,4.0,6,27.0,review
,53,No,9.0,6,51.0,review
6.0,54,No,4.0,9,41.0,review
4.0,81,Yes,9.0,8,67.0,excellent
4.0,65,Yes,9.0,2,48.0,review
3.0,92,No,5.0,0,72.0,excellent
7.0,83,No,9.0,7,75.0,review
3.0,71,No,5.0,3,48.0,excellent
2.0,78,No,9.0,1,58.0,review
8.0,67,No,9.0,4,62.0,review
4.0,99,No,5.0,3,83.0,excellent
8.0,78,No,4.0,0,68.0,review
1.0,82,No,7.0,6,55.0,excellent
5.0,71,Yes,8.0,3,55.0,review
9.0,52,Yes,8.0,7,49.0,review
1.0,54,Yes,5.0,8,27.0,excellent
4.0,57,Yes,4.0,7,38.0,excellent
6.0,78,No,7.0,0,66.0,review
8.0,45,Yes,6.0,7,37.0,excellent
3.0,94,Yes,5.0,4,72.0,review
5.0,50,No,6.0,0,34.0,review
,71,Yes,8.0,8,68.0,review
1.0,79,Yes,8.0,8,56.0,review
7.0,59,Yes,7.0,6,52.0,review
8.0,72,Yes,7.0,6,67.0,excellent
8.0,79,Yes,6.0,0,69.0,review
9.0,47,No,8.0,8,45.0,review
6.0,90,No,7.0,0,76.0,excellent
6.0,74,No,7.0,6,65.0,review
2.0,44,Yes,8.0,8,26.0,review
3.0,74,Yes,8.0,8,54.0,review
4.0,86,Yes,4.0,4,68.0,review
4.0,53,No,9.0,5,34.0,review
8.0,60,Yes,7.0,1,56.0,review
1.0,86,Yes,6.0,1,63.0,excellent
4.0,63,Yes,5.0,9,47.0,excellent
4.0,56,Yes,5.0,8,40.0,excellent
1.0,57,No,8.0,0,31.0,excellent
3.0,73,No,9.0,9,56.0,review
5.0,51,Yes,6.0,4,36.0,review
,55,No,4.0,6,41.0,excellent
9.0,43,No,7.0,9,43.0,review
9.0,64,No,4.0,5,61.0,review
9.0,73,Yes,6.0,5,69.0,excellent
1.0,67,No,4.0,5,44.0,review
9.0,85,No,,7,82.0,excellent
,50,Yes,5.0,6,48.0,review
2.0,52,No,8.0,4,27.0,excellent
1.0,70,No,7.0,9,45.0,excellent
1.0,99,No,8.0,1,75.0,review
6.0,64,Yes,6.0,9,54.0,excellent
9.0,78,Yes,6.0,5,76.0,excellent
7.0,49,No,7.0,9,44.0,excellent
5.0,63,Yes,7.0,4,50.0,review
2.0,40,Yes,5.0,3,17.0,review
1.0,92,Yes,4.0,9,66.0,review
2.0,64,No,5.0,4,42.0,review
1.0,67,No,8.0,8,42.0,excellent
3.0,75,Yes,4.0,1,56.0,review
6.0,57,No,7.0,5,48.0,review
8.0,45,Yes,6.0,8,40.0,review
3.0,41,Yes,8.0,9,24.0,excellent
9.0,42,No,5.0,4,38.0,excellent
5.0,85,Yes,9.0,5,73.0,excellent
,47,Yes,9.0,9,40.0,excellent
8.0,70,Yes,7.0,3,62.0,excellent
,87,Yes,4.0,4,65.0,excellent
2.0,58,No,9.0,7,37.0,review
2.0,89,Yes,4.0,0,68.0,review
5.0,45,No,6.0,0,30.0,excellent
1.0,53,Yes,7.0,9,31.0,review
,42,No,7.0,3,15.0,excellent
9.0,87,Yes,8.0,9,89.0,review
7.0,40,Yes,8.0,2,33.0,excellent
6.0,83,No,4.0,4,72.0,review
9.0,69,No,9.0,9,64.0,review
7.0,85,Yes,9.0,7,78.0,excellent
5.0,58,Yes,5.0,0,40.0,review
9.0,93,Yes,4.0,4,91.0,excellent
6.0,58,Yes,9.0,4,49.0,excellent
6.0,48,Yes,8.0,1,38.0,excellent
4.0,46,No,8.0,4,28.0,excellent
1.0,85,No,8.0,7,62.0,review
5.0,76,Yes,4.0,9,62.0,excellent
9.0,89,No,7.0,6,89.0,review
8.0,80,No,5.0,1,74.0,review
8.0,92,Yes,5.0,5,85.0,excellent
5.0,46,No,8.0,9,33.0,excellent
9.0,48,Yes,6.0,0,41.0,review
3.0,43,No,4.0,9,24.0,review
,64,No,9.0,9,47.0,excellent
1.0,88,No,9.0,2,65.0,review
9.0,51,No,7.0,5,50.0,excellent
6.0,45,No,8.0,8,35.0,excellent
,57,Yes,6.0,0,30.0,review
8.0,79,No,8.0,5,76.0,review
9.0,60,Yes,6.0,1,55.0,review
9.0,54,No,5.0,8,49.0,excellent
2.0,42,No,6.0,1,19.0,excellent
2.0,41,No,5.0,2,15.0,excellent
7.0,95,Yes,5.0,1,86.0,review
4.0,94,No,4.0,3,77.0,excellent
1.0,80,No,6.0,3,55.0,review
8.0,79,Yes,7.0,9,77.0,excellent
2.0,98,Yes,7.0,0,74.0,review
3.0,43,Yes,6.0,7,23.0,excellent
,71,No,4.0,4,56.0,excellent
3.0,41,No,7.0,7,18.0,review
7.0,85,No,8.0,5,76.0,excellent
7.0,68,No,7.0,1,57.0,review
2.0,41,Yes,4.0,6,13.0,review
7.0,73,Yes,5.0,9,64.0,review
6.0,66,No,,8,54.0,excellent
9.0,99,Yes,5.0,6,97.0,excellent
9.0,93,Yes,4.0,4,89.0,excellent
2.0,78,Yes,5.0,3,53.0,excellent
7.0,83,No,5.0,7,74.0,review
5.0,77,Yes,4.0,5,61.0,review
6.0,57,No,8.0,4,41.0,review
1.0,75,No,7.0,6,48.0,excellent
7.0,58,No,4.0,2,48.0,excellent
6.0,66,Yes,4.0,8,54.0,review
4.0,84,Yes,6.0,3,67.0,excellent
1.0,59,Yes,5.0,3,34.0,excellent
9.0,60,Yes,9.0,7,60.0,review
4.0,62,No,8.0,5,46.0,excellent
2.0,69,No,9.0,0,45.0,excellent
8.0,64,No,6.0,1,56.0,review
2.0,70,Yes,8.0,8,49.0,excellent
5.0,66,Yes,5.0,5,49.0,review
6.0,73,Yes,9.0,6,65.0,review
8.0,47,No,5.0,8,39.0,review
,58,No,5.0,2,33.0,excellent
,80,Yes,7.0,4,55.0,review
4.0,65,No,8.0,4,50.0,excellent
5.0,67,No,8.0,9,52.0,excellent
9.0,43,Yes,6.0,6,43.0,review
7.0,70,Yes,4.0,1,58.0,excellent
7.0,55,No,5.0,3,45.0,review
,90,Yes,5.0,3,81.0,excellent
5.0,49,No,9.0,7,36.0,review
5.0,77,Yes,6.0,9,64.0,excellent
1.0,87,No,8.0,2,57.0,excellent
9.0,49,Yes,7.0,1,46.0,excellent
6.0,84,Yes,8.0,8,76.0,review
9.0,48,Yes,7.0,3,43.0,excellent
3.0,78,No,7.0,8,58.0,review
,75,No,8.0,5,61.0,review
2.0,90,Yes,9.0,0,72.0,review
5.0,97,No,5.0,2,82.0,review
8.0,75,No,7.0,6,69.0,excellent
2.0,58,Yes,9.0,8,35.0,excellent
8.0,99,Yes,6.0,7,91.0,review
4.0,58,Yes,6.0,4,40.0,excellent
1.0,51,No,7.0,7,26.0,review
5.0,52,Yes,5.0,1,34.0,excellent
1.0,64,No,7.0,2,35.0,excellent
7.0,75,No,6.0,7,67.0,excellent
8.0,64,No,6.0,8,60.0,review
3.0,67,Yes,8.0,9,48.0,excellent
3.0,81,Yes,5.0,7,62.0,review
7.0,92,No,8.0,3,84.0,excellent
,78,No,9.0,5,67.0,excellent
3.0,69,Yes,9.0,4,50.0,excellent
8.0,44,Yes,9.0,3,42.0,review
3.0,56,Yes,4.0,8,37.0,excellent
7.0,57,Yes,9.0,9,50.0,excellent
2.0,82,Yes,7.0,2,61.0,excellent
1.0,86,Yes,8.0,0,61.0,excellent
6.0,60,Yes,9.0,6,48.0,excellent
8.0,61,Yes,5.0,9,56.0,excellent
1.0,78,Yes,9.0,7,54.0,review
9.0,89,No,7.0,2,86.0,excellent
3.0,97,Yes,7.0,2,77.0,review
3.0,96,Yes,7.0,5,77.0,excellent
4.0,45,No,7.0,1,25.0,excellent
1.0,89,Yes,7.0,5,67.0,review
,55,Yes,5.0,4,51.0,excellent
3.0,41,No,4.0,6,20.0,excellent
4.0,90,Yes,6.0,8,74.0,excellent
1.0,40,No,4.0,8,12.0,review
4.0,96,No,6.0,0,78.0,review
1.0,69,Yes,8.0,6,48.0,excellent
5.0,97,No,7.0,2,79.0,review
5.0,82,No,8.0,3,66.0,excellent
7.0,91,No,8.0,1,82.0,review
8.0,76,No,6.0,0,67.0,review
4.0,87,Yes,5.0,9,75.0,excellent
7.0,62,No,7.0,2,52.0,review
,40,No,9.0,9,25.0,excellent
3.0,58,Yes,8.0,8,39.0,excellent
6.0,85,No,4.0,0,66.0,excellent
4.0,42,Yes,7.0,2,24.0,review
3.0,41,No,5.0,4,17.0,excellent
9.0,95,Yes,7.0,2,93.0,review
,76,No,9.0,3,62.0,excellent
7.0,56,Yes,9.0,3,47.0,review
6.0,67,No,8.0,0,55.0,review
5.0,57,Yes,4.0,5,41.0,excellent
7.0,72,Yes,8.0,6,67.0,excellent
6.0,54,Yes,5.0,6,43.0,review
2.0,61,Yes,6.0,5,42.0,review
,80,Yes,9.0,6,64.0,excellent
2.0,66,No,4.0,2,42.0,review
3.0,94,No,9.0,4,77.0,review
1.0,76,Yes,5.0,6,52.0,review
8.0,71,Yes,5.0,9,62.0,review
6.0,99,No,9.0,4,90.0,review
,84,No,8.0,9,60.0,review
8.0,58,Yes,9.0,1,49.0,excellent
6.0,67,No,8.0,5,54.0,review
7.0,67,Yes,9.0,6,61.0,excellent
1.0,95,Yes,8.0,1,67.0,excellent
7.0,49,Yes,6.0,9,42.0,excellent
3.0,59,No,7.0,7,43.0,excellent
8.0,64,Yes,7.0,4,58.0,review
6.0,60,No,8.0,7,50.0,review
4.0,53,No,8.0,2,34.0,excellent
8.0,61,No,6.0,1,51.0,review
9.0,92,No,,6,89.0,review
2.0,65,Yes,6.0,4,41.0,excellent
6.0,83,Yes,5.0,4,70.0,review
5.0,50,No,9.0,7,35.0,excellent
,94,Yes,7.0,8,79.0,excellent
3.0,46,No,8.0,7,26.0,excellent
8.0,56,Yes,4.0,9,46.0,excellent
8.0,57,Yes,5.0,1,51.0,review
5.0,46,Yes,9.0,9,30.0,excellent
8.0,95,Yes,4.0,6,88.0,review
8.0,59,Yes,6.0,4,55.0,excellent
3.0,77,Yes,9.0,6,60.0,review
2.0,50,No,6.0,2,26.0,excellent
9.0,83,Yes,,3,85.0,excellent
2.0,97,Yes,8.0,6,76.0,review
9.0,55,Yes,6.0,1,53.0,review
4.0,90,No,4.0,1,70.0,review
2.0,94,Yes,5.0,0,64.0,review
1.0,66,Yes,8.0,0,41.0,review
4.0,90,Yes,5.0,0,73.0,excellent
9.0,50,No,,5,47.0,review
9.0,55,Yes,7.0,4,49.0,review
4.0,62,No,,9,53.0,excellent
9.0,99,No,8.0,7,95.0,review
6.0,98,Yes,6.0,4,87.0,review
1.0,51,Yes,8.0,0,26.0,excellent
6.0,98,No,7.0,7,89.0,excellent
9.0,79,No,4.0,5,73.0,review
2.0,42,Yes,4.0,7,19.0,review
6.0,41,Yes,9.0,1,33.0,review
2.0,99,No,4.0,9,75.0,review
4.0,77,No,7.0,7,59.0,review
8.0,87,No,5.0,5,79.0,excellent
,91,No,7.0,0,82.0,excellent
,63,Yes,7.0,0,58.0,review
7.0,68,No,6.0,9,61.0,excellent
1.0,86,Yes,4.0,4,59.0,review
2.0,85,No,8.0,6,63.0,excellent
6.0,73,No,9.0,3,60.0,excellent
,59,Yes,5.0,9,55.0,excellent
3.0,57,Yes,,4,38.0,review
9.0,53,Yes,6.0,9,49.0,review
7.0,57,Yes,,2,48.0,excellent
6.0,41,No,5.0,1,24.0,review
6.0,40,Yes,8.0,1,27.0,review
1.0,59,Yes,5.0,4,34.0,review
5.0,73,Yes,5.0,3,59.0,excellent
3.0,80,No,4.0,1,60.0,review
7.0,80,No,8.0,4,75.0,excellent
3.0,87,Yes,4.0,9,67.0,review
5.0,50,No,4.0,8,36.0,review
7.0,66,No,9.0,7,60.0,excellent
3.0,62,Yes,4.0,8,43.0,review
2.0,77,No,7.0,8,52.0,review
6.0,83,Yes,6.0,7,73.0,review
8.0,42,Yes,6.0,8,36.0,review
,51,Yes,,3,37.0,excellent
9.0,69,No,5.0,7,66.0,review
8.0,70,Yes,8.0,1,64.0,excellent
7.0,62,No,8.0,8,54.0,excellent
7.0,40,No,8.0,8,31.0,review
3.0,80,No,4.0,2,59.0,review
6.0,59,No,8.0,5,49.0,review
5.0,93,Yes,8.0,6,80.0,review
1.0,45,Yes,8.0,2,19.0,excellent
3.0,50,No,6.0,4,27.0,review
1.0,74,Yes,7.0,0,51.0,excellent
4.0,43,No,9.0,2,25.0,review
3.0,68,No,5.0,7,48.0,review
4.0,98,Yes,7.0,2,82.0,review
9.0,49,No,8.0,7,47.0,review
3.0,90,Yes,5.0,8,70.0,excellent
6.0,68,No,5.0,5,57.0,excellent
6.0,77,No,7.0,6,69.0,review
7.0,40,No,7.0,5,32.0,excellent
9.0,79,No,7.0,7,78.0,excellent
7.0,47,Yes,9.0,6,41.0,excellent
1.0,96,No,7.0,9,72.0,excellent
8.0,77,No,9.0,0,71.0,excellent
5.0,56,Yes,4.0,2,44.0,excellent
9.0,58,No,6.0,2,57.0,review
5.0,72,No,9.0,2,57.0,review
5.0,54,No,6.0,3,41.0,excellent
2.0,84,No,8.0,0,62.0,excellent
,70,No,4.0,1,48.0,excellent
9.0,60,No,5.0,4,59.0,excellent
7.0,42,Yes,7.0,5,34.0,review
,41,No,8.0,8,17.0,excellent
3.0,74,Yes,5.0,1,54.0,excellent
2.0,80,No,6.0,8,55.0,excellent
1.0,98,Yes,5.0,6,73.0,excellent
9.0,55,Yes,7.0,8,50.0,review
8.0,95,Yes,7.0,3,91.0,review
5.0,84,Yes,9.0,6,73.0,excellent
2.0,90,No,9.0,0,70.0,review
1.0,98,No,6.0,7,74.0,review
7.0,89,No,7.0,6,86.0,review
2.0,60,Yes,4.0,6,34.0,review
1.0,51,Yes,8.0,1,25.0,excellent
2.0,67,Yes,6.0,9,47.0,excellent
7.0,51,Yes,6.0,8,45.0,excellent
7.0,72,Yes,5.0,7,62.0,review
6.0,59,Yes,6.0,0,49.0,excellent
5.0,79,Yes,8.0,0,62.0,excellent
,88,No,4.0,4,65.0,excellent
3.0,60,Yes,5.0,1,40.0,excellent
9.0,99,No,8.0,0,97.0,excellent
4.0,91,No,9.0,9,79.0,review
9.0,93,Yes,6.0,7,93.0,review
4.0,78,Yes,7.0,3,60.0,excellent
2.0,80,Yes,9.0,1,61.0,excellent
4.0,88,Yes,7.0,4,73.0,excellent
6.0,98,No,8.0,5,89.0,review
6.0,81,Yes,4.0,7,71.0,excellent
5.0,75,No,7.0,6,61.0,review
1.0,61,Yes,8.0,6,39.0,review
,65,No,5.0,0,44.0,review
5.0,46,No,6.0,2,32.0,excellent
6.0,46,No,4.0,2,35.0,review
,47,No,4.0,6,20.0,excellent
9.0,65,No,5.0,1,62.0,review
3.0,63,Yes,4.0,9,42.0,excellent
3.0,63,Yes,8.0,6,43.0,excellent
2.0,79,Yes,4.0,8,56.0,excellent
8.0,87,No,4.0,0,79.0,review
3.0,51,Yes,4.0,1,30.0,review
6.0,86,No,8.0,5,73.0,excellent
2.0,47,No,9.0,1,25.0,review
7.0,93,Yes,6.0,1,84.0,review
4.0,48,No,7.0,4,27.0,excellent
9.0,42,Yes,9.0,6,41.0,excellent
,93,No,4.0,3,92.0,review
7.0,60,Yes,,5,53.0,review
8.0,70,No,5.0,2,63.0,excellent
3.0,87,Yes,8.0,3,67.0,excellent
,86,Yes,6.0,3,74.0,review
2.0,63,No,4.0,3,37.0,review
7.0,43,No,8.0,0,33.0,excellent
8.0,59,No,7.0,3,58.0,review
9.0,55,Yes,6.0,3,55.0,excellent
,49,Yes,6.0,5,40.0,excellent
8.0,82,No,8.0,8,79.0,review
9.0,65,Yes,9.0,9,68.0,excellent
6.0,68,Yes,5.0,5,57.0,review
2.0,44,No,9.0,5,20.0,review
,50,Yes,6.0,6,28.0,excellent
4.0,68,Yes,5.0,6,50.0,excellent
9.0,84,Yes,6.0,0,80.0,review
,54,No,6.0,7,44.0,review
2.0,45,Yes,6.0,0,19.0,review
8.0,87,No,7.0,8,81.0,review
7.0,54,Yes,5.0,3,46.0,excellent
9.0,82,Yes,7.0,8,83.0,excellent
,59,Yes,5.0,7,58.0,review
3.0,73,Yes,7.0,8,53.0,review
1.0,99,Yes,7.0,5,73.0,review
2.0,99,No,7.0,8,79.0,review
2.0,41,Yes,8.0,3,15.0,review
4.0,83,Yes,7.0,2,62.0,review
6.0,55,Yes,9.0,2,46.0,review
,58,Yes,9.0,7,41.0,excellent
9.0,73,No,6.0,1,68.0,excellent
4.0,88,Yes,4.0,5,72.0,review
6.0,53,Yes,7.0,8,43.0,excellent
6.0,63,Yes,4.0,8,51.0,excellent
1.0,67,Yes,4.0,7,38.0,excellent
8.0,87,No,,7,80.0,excellent
3.0,71,No,4.0,0,48.0,excellent
6.0,76,Yes,4.0,6,63.0,excellent
,49,Yes,9.0,0,31.0,review
2.0,88,Yes,4.0,8,66.0,excellent
5.0,84,Yes,5.0,2,69.0,excellent
,87,Yes,7.0,0,62.0,excellent
9.0,48,No,7.0,7,49.0,excellent
7.0,63,No,4.0,6,54.0,review
3.0,75,Yes,6.0,1,57.0,excellent
4.0,95,Yes,,6,77.0,review
6.0,68,Yes,6.0,4,56.0,excellent
,99,No,6.0,6,79.0,excellent
7.0,68,Yes,4.0,9,60.0,excellent
6.0,97,Yes,8.0,6,88.0,excellent
9.0,87,No,4.0,1,83.0,review
5.0,62,No,9.0,1,43.0,excellent
4.0,66,Yes,8.0,6,48.0,review
3.0,70,Yes,5.0,2,50.0,excellent
,82,Yes,8.0,3,61.0,review
3.0,46,Yes,4.0,6,24.0,review
3.0,88,No,4.0,1,71.0,excellent
7.0,93,No,6.0,1,81.0,excellent
7.0,84,Yes,4.0,8,76.0,review
,43,No,9.0,0,17.0,excellent
3.0,53,Yes,4.0,2,30.0,excellent
8.0,81,No,7.0,9,78.0,review
9.0,81,Yes,7.0,3,78.0,excellent
,49,Yes,6.0,4,37.0,review
7.0,98,No,8.0,2,86.0,excellent
8.0,83,No,8.0,8,77.0,review
6.0,73,No,7.0,4,63.0,excellent
3.0,65,No,9.0,6,46.0,review
1.0,62,No,5.0,6,38.0,review
7.0,48,Yes,,8,41.0,excellent
1.0,76,Yes,7.0,1,51.0,excellent
1.0,47,No,9.0,2,24.0,excellent
9.0,92,Yes,5.0,3,88.0,excellent
7.0,53,Yes,8.0,7,50.0,excellent
4.0,46,Yes,7.0,0,30.0,review
6.0,46,Yes,4.0,8,32.0,review
1.0,48,No,5.0,4,18.0,review
7.0,42,Yes,5.0,3,29.0,review
6.0,53,Yes,5.0,7,41.0,excellent
,56,Yes,8.0,8,37.0,review
7.0,89,Yes,9.0,2,85.0,review
3.0,83,No,6.0,3,67.0,review
1.0,61,Yes,4.0,0,30.0,review
4.0,85,Yes,7.0,2,69.0,review
3.0,65,Yes,9.0,9,43.0,excellent
1.0,97,No,5.0,4,72.0,review
,67,No,8.0,7,47.0,excellent
5.0,84,Yes,5.0,0,69.0,excellent
8.0,53,Yes,,0,48.0,excellent
1.0,48,No,7.0,2,20.0,excellent
4.0,90,Yes,4.0,8,73.0,excellent
4.0,65,No,5.0,8,49.0,review
5.0,41,Yes,8.0,0,26.0,review
7.0,50,Yes,,3,44.0,excellent
8.0,56,No,6.0,7,49.0,review
6.0,73,Yes,8.0,1,61.0,review
1.0,58,Yes,6.0,3,28.0,review
7.0,78,Yes,4.0,6,74.0,excellent
3.0,57,No,7.0,6,33.0,review
6.0,52,No,6.0,4,42.0,excellent
8.0,44,Yes,5.0,6,39.0,excellent
,89,Yes,9.0,5,82.0,review
6.0,62,Yes,5.0,1,48.0,review
